Atoms,CSP3,Carbon,FormalCharge,Formula,HBA,HBD,HeavyAtoms,Heteroatoms,MR,MW,NAME,NHOH,NO,Rings,RotBonds,TPSA,WlogP
39,0.5,12,0,C12H10Mg3O14,14,2,29,17,75.67,449.96,DB11110,2,14,0,10,281.24,-11.65
39,0.5,12,0,C12H10Mn3O14,14,2,29,17,58.41,542.82,DB14495,2,14,0,10,281.24,-10.51
77,0.83,29,0,C29H42O6,6,2,35,6,130.21,486.3,DB14541,2,6,5,6,100.9,4.3
57,0.41,22,0,C22H24N2O9,10,7,33,11,110.93,460.15,DB00595,8,11,4,2,201.85,-1.24
87,0.37,35,0,C35H38Cl2N8O4,12,0,49,14,188.18,704.24,DB01167,0,12,7,11,104.7,5.58
96,0.4,40,2,C40H48N2O6+2,6,0,48,8,186.37,652.35,DB01336,0,8,8,4,55.38,7.45
94,0.43,37,0,C37H48N4O5,5,4,46,9,179.54,628.36,DB01601,4,9,4,15,120.0,4.33
68,0.96,24,0,C24H40O4,3,3,28,4,108.65,392.29,DB03619,3,4,4,4,77.76,4.48
63,0.83,18,0,C18H31GdN4O9,9,3,32,14,93.57,605.13,DB06703,3,13,4,10,181.08,-7.91
63,0.39,23,0,C23H22F7N4O6P,7,3,41,18,125.53,614.12,DB06717,3,10,4,7,139.72,4.37
65,0.5,22,0,C22H29FN3O9P,10,3,36,14,125.21,529.16,DB08934,3,12,3,10,167.99,1.66
56,0.41,22,0,C22H23ClN2O8,9,6,33,11,114.55,478.11,DB09093,7,10,4,2,181.62,0.44
37,0.0,20,0,C20H4Cl4I4O5,4,2,33,13,164.07,987.51,DB09388,2,5,4,2,87.74,9.0
57,0.73,22,0,C22H27F3O4S,5,2,30,8,106.7,444.16,DB13867,2,4,4,2,99.9,3.47
66,0.34,29,0,C29H26F3N5O3,5,2,40,11,138.47,549.2,DB15328,2,8,6,4,104.29,3.53
66,0.34,29,0,C29H23F6N5O3,5,2,43,14,138.35,603.17,DB16098,2,8,6,4,104.29,3.95
58,0.45,22,0,C22H25N3O7S,7,5,33,11,119.45,475.14,DB00303,5,10,4,7,181.57,0.94
75,0.81,27,0,C27H41NO6,7,2,34,7,126.8,475.29,DB00769,2,7,4,7,104.14,2.67
75,0.79,29,0,C29H41NO4,5,2,34,5,130.2,467.3,DB00921,2,5,8,4,62.16,4.41
74,0.71,28,0,C28H44O2,2,2,30,2,127.03,412.33,DB06410,2,2,3,5,40.46,6.61
56,0.73,22,0,C22H28F2O4,4,2,28,6,98.76,394.2,DB09095,2,4,4,2,74.6,2.73
56,0.73,22,0,C22H28ClFO4,4,2,28,6,103.58,410.17,DB11750,2,4,4,2,74.6,3.14
66,0.74,23,0,C23H36O7,6,4,30,7,111.44,424.25,DB00175,4,7,2,10,124.29,2.44
57,0.73,22,0,C22H29ClO5,5,3,28,6,104.62,408.17,DB00240,3,5,4,2,94.83,2.02
56,0.41,22,0,C22H24N2O8,9,6,32,10,109.77,444.15,DB00254,7,10,4,2,181.62,-0.35
57,0.73,22,0,C22H28F2O5,5,3,29,7,100.22,410.19,DB00663,3,5,4,2,94.83,1.84
60,0.79,24,0,C24H30O6,6,0,30,6,105.15,414.2,DB00700,0,6,6,1,82.2,3.12
56,0.73,22,0,C22H28ClFO4,4,2,28,6,103.51,410.17,DB00838,2,4,4,2,74.6,3.0
74,0.78,27,0,C27H44O3,3,3,30,3,123.97,416.33,DB00910,3,3,3,5,60.69,5.56
70,0.7,27,0,C27H40O3,3,3,30,3,121.76,412.3,DB02300,3,3,4,5,60.69,5.09
56,0.73,22,0,C22H29FO4,4,2,27,5,98.41,376.2,DB08971,2,4,4,2,74.6,2.64
63,0.68,25,0,C25H31NO6,7,1,32,7,115.74,441.22,DB11921,1,7,5,3,102.26,2.56
82,0.42,31,0,C31H35F6N4O5P,6,1,47,16,161.2,688.22,DB14019,1,9,4,8,115.84,5.74
67,0.76,25,0,C25H34O8,7,3,33,8,115.89,462.23,DB14545,3,8,4,6,138.2,2.2
63,0.71,24,0,C24H31ClO7,7,1,32,8,115.66,466.18,DB14596,1,7,4,4,99.13,3.92
59,0.71,21,0,C21H29O8P,6,4,30,9,105.96,440.16,DB14631,4,8,4,4,151.17,1.67
93,0.5,36,0,C36H46N8O3,6,3,47,11,183.64,638.37,DB15688,3,11,7,6,120.67,3.45
73,0.52,25,0,C25H35BN4O8,10,6,38,13,136.5,530.25,DB16741,6,12,3,13,183.36,-1.13
60,0.94,18,0,C18H33ClN2O5S,7,4,27,9,106.88,424.18,DB01190,4,7,2,7,127.56,0.39
82,0.81,27,0,C27H45N5O5,5,4,37,10,139.02,519.34,DB08873,5,10,3,8,150.7,1.71
21,0.0,0,0,H2Al2Mg2O12Si3,9,0,19,19,47.32,379.82,DB14116,2,12,0,0,278.07,-11.22
85,0.56,32,0,C32H45N3O4S,6,4,40,8,160.59,567.31,DB00220,4,7,4,9,127.2,4.75
66,0.28,25,0,C25H24N8O7S2,13,5,42,17,148.16,612.12,DB00430,5,15,5,9,263.36,0.33
53,0.38,21,0,C21H21ClN2O8,9,6,32,11,109.94,464.1,DB00618,7,10,4,2,181.62,0.26
56,0.41,22,0,C22H24N2O8,9,6,32,10,109.54,444.15,DB00759,7,10,4,2,181.62,-0.21
61,0.75,24,0,C24H34O3,3,1,27,3,105.96,370.25,DB00896,1,3,4,2,54.37,4.5
72,0.62,24,0,C24H36N4O6S2,8,4,36,12,140.54,540.21,DB06176,4,10,2,2,193.3,1.43
64,0.57,23,0,C23H28F2N6O4S,11,4,36,13,127.75,522.19,DB08816,4,10,5,10,163.74,2.01
54,0.71,21,0,C21H27FO5,5,3,27,6,95.33,378.18,DB09378,3,5,4,2,94.83,1.51
99,0.41,41,0,C41H50N6O2,8,2,49,8,198.06,658.4,DB11262,2,8,6,8,101.88,9.58
37,0.0,20,0,C20H2Br4Cl4Na2O5,5,0,35,15,139.16,823.52,DB13911,0,5,4,2,93.4,1.67
65,0.75,24,0,C24H36O5,5,1,29,5,110.84,404.26,DB00227,1,5,3,6,72.83,4.2
63,0.48,23,0,C23H27N5O7S,7,3,36,13,127.34,517.16,DB00319,3,12,4,6,181.73,-0.24
61,0.79,24,0,C24H32O4S,5,0,29,5,112.21,416.2,DB00421,0,4,5,1,85.74,4.85
59,0.32,22,0,C22H22N6O7S2,11,3,37,15,129.56,546.1,DB00438,4,13,4,9,244.76,-1.3
57,0.73,22,0,C22H29FO5,5,3,28,6,99.94,392.2,DB00443,3,5,4,2,94.83,1.9
68,0.76,25,0,C25H38O5,5,1,30,5,115.45,418.27,DB00641,1,5,3,6,72.83,4.59
58,0.39,23,0,C23H21F7N4O3,5,2,37,14,114.45,534.15,DB00673,2,7,4,6,83.24,4.95
54,0.32,22,0,C22H22N2O8,9,6,32,10,110.39,442.14,DB00931,7,10,4,2,181.62,-0.44
72,0.6,20,0,C20H32N6O12S2,12,10,40,20,139.76,612.15,DB03310,12,18,0,21,368.24,-3.88
63,0.83,24,0,C24H34O5,4,1,29,5,107.04,402.24,DB11622,1,5,4,4,88.51,4.07
64,0.46,24,0,C24H29N3O8,10,5,35,11,122.15,487.2,DB12035,6,11,4,5,173.86,0.11
61,0.48,21,0,C21H25N5O8S2,8,3,36,15,127.03,539.11,DB00948,3,13,4,6,207.18,-0.23
57,0.73,22,0,C22H30O5,5,3,27,5,99.6,374.21,DB00959,3,5,4,2,94.83,1.8
57,0.73,22,0,C22H29FO5,5,3,28,6,99.94,392.2,DB01234,3,5,4,2,94.83,1.9
75,0.52,27,0,C27H37N3O7S,8,3,38,11,141.6,547.24,DB01264,4,10,4,11,148.8,2.38
73,0.45,22,0,C22H30MnN4O14P2,14,6,43,21,135.51,691.06,DB06796,6,18,2,17,306.12,-2.48
125,1.0,36,0,C36H70O19,19,8,55,19,191.93,806.45,DB11602,8,19,2,28,263.37,-2.16
61,0.81,21,0,C21H31O8P,6,4,30,9,106.05,442.18,DB14542,4,8,4,4,151.17,1.9
70,0.81,26,0,C26H38O6,6,2,32,6,118.54,446.27,DB14544,2,6,4,6,100.9,3.52
73,0.71,28,0,C28H44O,1,1,29,1,125.64,396.34,DB00153,1,1,3,5,20.23,7.64
86,0.33,36,0,C36H41N3O6,8,1,45,9,173.4,611.3,DB00528,1,9,4,12,111.01,6.48
60,0.75,24,0,C24H32O4,4,0,28,4,105.97,384.23,DB00823,0,4,4,2,52.6,4.43
60,0.43,23,0,C23H27N3O7,9,5,33,10,118.0,457.18,DB01017,6,10,4,3,164.63,0.19
75,0.79,28,0,C28H46O,1,1,29,1,125.67,398.35,DB01070,1,1,3,5,20.23,7.72
61,0.94,18,0,C18H34N2O6S,8,5,27,9,103.24,406.21,DB01627,5,8,2,7,147.79,-0.86
71,0.68,28,0,C28H36N4O2S,6,0,35,7,138.25,492.26,DB08815,0,6,7,5,84.99,4.26
87,0.33,39,0,C39H37F6N3O2,3,2,50,11,179.38,693.28,DB08827,2,5,6,10,61.44,8.38
92,0.73,30,0,C30H53N3O6,7,4,39,9,154.54,551.39,DB09026,6,9,1,19,146.13,3.29
78,0.45,29,0,C29H38N4O6S,8,3,40,11,154.73,570.25,DB09320,4,10,4,10,167.57,2.63
67,0.8,25,0,C25H36O6,6,2,31,6,113.92,432.25,DB14540,2,6,4,5,100.9,3.13
56,0.73,22,0,C22H29FO4,4,2,27,5,98.53,376.2,DB00324,2,4,4,1,74.6,2.92
55,0.71,21,0,C21H27FO6,6,4,28,7,96.79,394.18,DB00620,4,6,4,2,115.06,0.62
81,0.52,33,0,C33H38N4O6,9,1,43,10,159.95,586.28,DB00762,1,10,7,4,114.2,4.09
66,0.8,20,0,C20H34AuO9PS,10,0,32,12,118.09,678.13,DB00995,0,9,1,11,139.73,2.79
86,0.35,37,1,C37H41N2O6+,7,2,45,8,172.25,609.3,DB01199,2,8,8,2,80.62,6.7
58,0.45,20,0,C20H22N8O6S2,12,5,36,16,128.02,534.11,DB04918,6,14,5,6,256.98,-1.44
96,0.45,40,0,C40H56,0,0,40,0,181.39,536.44,DB06755,0,0,2,10,0.0,12.61
71,0.81,27,0,C27H40O4,4,0,31,4,120.36,428.29,DB06789,0,4,4,6,60.44,5.97
77,0.25,32,0,C32H35N5O5,6,4,42,10,159.06,569.26,DB09272,6,10,4,11,164.63,4.16
96,0.35,40,0,C40H56,0,0,40,0,185.57,536.44,DB11231,0,0,0,16,0.0,12.94
77,0.67,27,0,C27H41NO8,8,3,36,9,134.36,507.28,DB11660,3,9,2,18,139.36,3.77
74,0.78,27,0,C27H44O3,3,3,30,3,124.04,416.33,DB00136,3,3,3,6,60.69,5.7
56,0.73,22,0,C22H29FO4,4,2,27,5,98.48,376.2,DB00547,2,4,4,2,74.6,2.78
56,0.81,21,0,C21H29FO5,5,3,27,6,95.49,380.2,DB00687,3,5,4,2,94.83,1.87
54,0.33,18,0,C18H18N8O7S3,14,4,36,18,130.58,554.05,DB01212,5,15,4,8,293.8,-1.61
63,0.83,23,0,C23H36N2O2,2,2,27,4,106.84,372.28,DB01216,2,4,4,1,58.2,3.81
73,0.78,27,0,C27H44O2,2,2,29,2,122.58,400.33,DB01436,2,2,3,6,40.46,6.59
55,0.89,19,0,C19H28O8,7,1,27,8,89.79,384.18,DB09274,1,8,5,4,100.52,2.6
39,0.5,12,0,C12H14FeO12,12,6,25,13,65.25,405.98,DB14490,6,12,2,4,220.1,-5.21
61,0.78,23,0,C23H32O6,6,2,29,6,104.69,404.22,DB14539,2,6,4,3,100.9,2.35
63,0.29,28,0,C28H22ClF3N6O3,6,1,41,13,141.45,582.14,DB14568,1,9,5,7,119.29,4.32
65,0.8,25,0,C25H35N3O2,5,1,30,5,113.17,409.27,DB15490,1,5,5,3,78.91,4.34
62,0.79,24,0,C24H34O4,4,0,28,4,106.44,386.25,DB00603,0,4,4,2,60.44,4.66
75,0.48,25,0,C25H36N3O9PS,8,4,39,14,144.14,585.19,DB01319,5,12,3,13,195.91,2.52
53,0.41,17,0,C17H17N7O8S4,14,4,36,19,127.98,575.0,DB01330,5,15,4,9,321.13,-1.4
59,0.74,23,0,C23H30O6,6,1,29,6,103.69,402.2,DB01380,1,6,4,3,97.74,2.56
68,0.52,23,0,C23H30GdN3O11,12,2,38,15,119.85,682.11,DB08884,2,14,1,20,213.94,-4.68
64,0.25,24,0,C24H21I6N5O8,7,6,43,19,209.0,1268.57,DB09313,6,13,2,10,194.24,3.45
57,0.71,14,0,C14H26N4O11P2,13,4,31,17,102.15,488.11,DB12153,5,15,2,10,235.34,-2.23
63,0.79,24,0,C24H34O5,5,1,29,5,107.92,402.24,DB12499,1,5,4,4,80.67,3.77
47,1.0,12,0,C12H24O11,11,9,23,11,70.83,344.13,DB12942,9,11,1,8,200.53,-5.76
55,0.68,22,0,C22H28O5,5,2,27,5,98.6,372.19,DB12952,2,5,4,2,91.67,2.01
62,0.91,23,0,C23H36O3,3,0,26,3,101.45,360.27,DB14655,0,3,4,2,43.37,5.17
70,0.58,26,0,C26H35F3O6,6,3,35,9,124.53,500.24,DB00287,3,6,2,12,96.22,4.43
54,0.71,21,0,C21H27ClO5,5,2,27,6,99.77,394.15,DB00873,2,5,4,2,83.83,2.74
75,0.35,31,0,C31H33F3N2O5S,6,2,42,11,152.29,602.21,DB00932,2,7,4,11,113.97,7.33
51,0.85,20,0,C20H27NO3,4,2,24,4,87.88,329.2,DB01108,2,4,5,0,76.78,3.47
50,0.7,20,0,C20H26N2O2,4,2,24,4,91.73,326.2,DB01426,2,4,7,1,46.94,1.55
73,0.79,28,0,C28H44O,1,1,29,1,123.48,396.34,DB04038,1,1,4,4,20.23,7.33
78,0.66,29,0,C29H39NO9,10,2,39,10,139.25,545.26,DB04865,2,10,5,9,123.99,2.58
65,0.21,29,0,C29H24Cl2N2O7S,6,2,41,12,153.27,614.07,DB11611,2,9,5,7,142.37,4.77
75,0.28,32,0,C32H30F5N3O5,7,2,45,13,156.2,631.21,DB11979,2,8,4,12,102.56,5.54
57,0.65,23,0,C23H28O6,6,1,29,6,103.6,400.19,DB14646,1,6,4,3,97.74,2.34
65,0.7,23,0,C23H32Cl2NO6P,4,2,33,10,127.01,519.13,DB14674,2,7,4,7,106.11,5.3
91,0.66,32,0,C32H47FN6O4S,8,1,44,12,169.01,630.34,DB18515,1,10,5,11,116.35,4.68
81,0.8,25,0,C25H47NO8,8,8,34,9,130.94,489.33,DB00429,9,9,1,15,184.7,1.09
85,0.7,30,0,C30H46NO7P,6,1,39,9,150.63,563.3,DB00492,1,8,3,14,120.02,6.12
51,0.71,17,0,C17H25N3O5S,6,3,26,9,96.11,383.15,DB00760,3,8,3,5,135.48,-0.31
64,0.63,27,0,C27H34O3,3,0,30,3,116.74,406.25,DB00984,0,3,5,4,43.37,5.67
51,0.73,15,0,C15H24N4O6S2,7,5,27,12,98.53,420.11,DB06211,6,10,3,7,195.74,-1.6
67,0.5,24,0,C24H30ClN7O4S,8,3,37,13,139.25,547.18,DB09075,3,11,4,5,164.87,1.29
56,0.81,21,0,C21H30O4S,5,3,26,5,101.91,378.19,DB09091,2,4,4,2,113.4,2.72
67,0.36,28,0,C28H28F2N6O3,7,2,39,11,138.92,534.22,DB12457,3,9,6,3,119.13,4.49
57,0.36,22,0,C22H22N6O5S2,10,2,35,13,125.79,514.11,DB13682,3,11,5,7,207.46,-1.04
71,0.3,27,1,C27H33N2O7S2+,6,3,38,11,148.39,561.17,DB13967,3,9,3,9,151.98,4.15
57,0.7,23,0,C23H30O4,4,0,27,4,101.79,370.21,DB14583,0,4,4,2,60.44,4.19
68,0.81,26,0,C26H38O4,4,0,30,4,115.74,414.28,DB14677,0,4,4,6,60.44,5.58
75,0.54,26,0,C26H34F3N7O4S,10,1,41,15,144.49,597.23,DB15444,1,11,4,8,132.62,4.02
71,0.41,27,0,C27H32FN9O2,9,3,39,12,142.2,533.27,DB15822,3,11,5,8,135.53,4.2
65,0.4,25,0,C25H29N3O8,8,2,36,11,122.01,499.2,DB16629,2,11,3,9,149.18,-0.28
57,0.82,22,0,C22H32O3,3,1,25,3,96.82,344.24,DB00253,1,3,4,1,54.37,3.94
67,0.55,29,0,C29H35NO2,3,1,32,3,129.43,429.27,DB00834,1,3,5,2,40.54,5.41
54,0.71,21,0,C21H28O5,5,3,26,5,95.05,360.19,DB00860,3,5,4,2,94.83,1.56
55,0.45,20,0,C20H23N5O6S,6,4,32,12,113.48,461.14,DB01061,4,11,4,5,173.45,0.09
53,0.33,18,0,C18H18N6O8S3,12,4,35,17,121.18,542.03,DB01328,4,14,4,9,263.89,-0.92
74,0.93,27,0,C27H46O,1,1,28,1,119.05,386.35,DB04540,1,1,4,5,20.23,7.39
56,0.86,21,0,C21H32O3,3,2,24,3,93.45,332.24,DB06412,2,3,4,0,57.53,4.4
67,0.57,28,0,C28H35NO3,4,1,32,4,126.66,433.26,DB08867,1,4,5,3,57.61,4.97
58,0.48,23,0,C23H27ClO7,7,4,31,8,113.27,450.14,DB09038,4,7,4,6,108.61,1.61
70,0.3,27,1,C27H33N2O6S2+,5,2,37,10,146.73,545.18,DB09136,2,8,3,9,131.75,4.45
61,0.38,26,0,C26H26N2O6S,6,2,35,9,128.94,494.15,DB09319,2,8,5,6,138.31,2.5
70,0.85,27,0,C27H40O3,3,0,30,3,117.78,412.3,DB13943,0,3,5,4,43.37,6.4
39,0.5,12,0,C12H14CaO12,12,6,25,13,71.01,390.01,DB14483,6,12,2,4,220.1,-5.59
39,0.5,12,0,C12H14O12Zn,12,6,25,13,65.25,413.98,DB14485,6,12,2,4,220.1,-5.21
57,0.74,19,0,C19H27NO7S3,9,1,30,11,115.42,477.09,DB16335,1,8,3,9,166.8,1.8
45,0.46,13,0,C13H17N5O8S2,10,3,28,15,91.93,435.05,DB00355,5,13,2,7,242.65,-2.22
47,0.93,14,0,C14H24N2O7,9,5,23,9,76.36,332.16,DB00919,5,9,3,2,129.51,-2.93
78,0.79,24,0,C24H45NO8,8,8,33,9,126.32,475.31,DB01160,9,9,1,15,184.7,0.7
78,0.69,29,0,C29H41F2N5O,5,1,37,8,139.48,513.33,DB04835,1,6,5,8,63.05,5.95
60,0.95,22,0,C22H36O2,2,1,24,2,96.52,332.27,DB05087,1,2,4,1,37.3,4.99
87,0.35,34,0,C34H41N7O5,9,2,46,12,177.86,627.32,DB06695,3,12,4,15,154.03,5.6
59,0.78,23,0,C23H32O4,4,0,27,4,101.84,372.23,DB06780,0,4,4,3,60.44,4.27
99,0.76,34,0,C34H53NO11,12,2,46,12,168.79,651.36,DB09049,2,12,5,24,126.77,1.86
83,0.31,35,0,C35H38N4O6,9,1,45,10,170.09,610.28,DB09238,1,10,5,10,114.25,4.95
71,0.21,29,0,C29H27F2N7O5S,11,2,44,15,161.27,623.18,DB11853,2,12,5,9,160.85,3.75
42,0.42,19,0,C19H15F3N2O3,3,1,27,8,85.46,376.1,DB12020,1,5,6,2,66.48,2.4
66,0.26,27,0,C27H26ClF3N6O3,9,2,40,13,142.93,574.17,DB12095,4,9,4,9,131.17,4.99
50,0.63,19,0,C19H27NO3,4,0,23,4,90.13,323.24,DB12161,0,4,3,6,38.77,3.24
54,0.68,22,0,C22H26ClFO4,4,1,28,6,102.58,408.15,DB13158,1,4,4,2,71.44,3.35
57,0.7,23,0,C23H30O4,4,0,27,4,101.79,370.21,DB13981,0,4,4,2,60.44,4.19
63,0.3,27,0,C27H23F2N3O7S,10,0,40,13,137.75,571.12,DB13997,0,10,6,4,124.84,3.39
78,0.44,32,0,C32H35ClFN7O2,8,0,43,11,165.08,603.25,DB15568,0,9,6,7,88.83,4.73
60,0.71,24,0,C24H32O4,4,0,28,4,106.41,384.23,DB00351,0,4,4,2,60.44,4.58
48,0.61,18,0,C18H24BrNO4,4,1,24,6,83.73,397.09,DB00462,1,5,4,4,59.06,-1.93
45,1.0,12,0,C12H22O11,11,8,23,11,68.64,342.12,DB00581,8,11,2,5,189.53,-5.4
56,0.81,21,0,C21H30O5,5,3,26,5,95.14,362.21,DB00741,3,5,4,2,94.83,1.78
56,0.53,19,0,C19H24N6O5S2,10,2,32,13,117.15,480.12,DB01413,3,11,4,7,203.58,-1.28
45,1.0,12,0,C12H22O11,11,8,23,11,68.64,342.12,DB02772,8,11,2,5,189.53,-5.4
75,0.86,28,0,C28H44O3,3,0,31,3,124.58,428.33,DB08804,0,3,4,9,43.37,7.18
130,0.95,40,0,C40H80NO8P,8,0,50,10,203.87,733.56,DB09114,0,9,0,38,121.0,10.61
39,0.5,12,0,C12H14MgO12,12,6,25,13,71.01,374.03,DB14484,6,12,2,4,220.1,-5.59
66,0.16,31,0,C31H24F3N5O3,8,1,42,11,152.54,571.18,DB14989,2,8,6,6,109.06,6.66
59,0.7,23,0,C23H30O6,6,2,29,6,104.6,402.2,DB15566,2,6,4,3,100.9,2.13
49,0.6,15,0,C15H22N6O5S,11,4,27,12,96.28,398.14,DB00118,6,11,3,7,185.46,-3.26
73,0.78,27,0,C27H44O2,2,2,29,2,122.65,400.33,DB00146,2,2,3,6,40.46,6.73
65,0.5,22,0,C22H28GdN3O11,12,2,37,15,114.63,668.1,DB00743,2,14,1,20,213.94,-5.1
76,0.27,33,0,C33H35FN2O5,5,4,41,8,157.25,558.25,DB01076,4,7,4,12,111.79,6.31
56,0.33,24,0,C24H25FO5S,6,4,31,7,116.42,444.14,DB08907,4,5,4,5,118.39,2.97
56,0.73,22,0,C22H30O4,3,2,26,4,98.44,358.21,DB09015,2,4,4,3,74.6,3.89
142,0.95,44,0,C44H88NO8P,8,0,54,10,222.34,789.62,DB14099,0,9,0,42,121.0,12.17
35,0.5,8,0,C8H14K2N2O9,10,2,21,13,51.05,360.0,DB15819,6,11,0,6,244.06,-14.18
71,0.61,23,0,C23H36N6O5S,6,6,35,12,132.59,508.25,DB00278,7,11,3,9,186.09,0.91
99,0.8,30,0,C30H60I3N3O3,3,0,39,9,153.18,891.18,DB00483,0,6,1,21,27.69,-3.54
52,0.67,21,0,C21H26O5,5,2,26,5,94.05,358.18,DB00635,2,5,4,2,91.67,1.77
70,0.44,27,0,C27H34N2O7,7,2,36,9,133.01,498.24,DB00691,2,9,3,11,114.4,2.58
58,0.74,23,0,C23H31NO3,4,1,27,4,104.25,369.23,DB00957,1,4,4,2,58.89,4.71
57,0.82,22,0,C22H32O3,3,0,25,3,96.88,344.24,DB01420,0,3,4,2,43.37,4.84
61,0.55,22,0,C22H29N3O6S,8,2,32,10,117.9,463.18,DB01604,3,9,3,6,153.33,1.32
45,1.0,12,0,C12H22O11,11,8,23,11,68.62,342.12,DB04465,8,11,2,4,189.53,-5.4
56,0.35,20,0,C20H20N6O9S,12,4,36,16,117.14,520.1,DB04570,4,15,4,9,231.6,-1.13
55,0.68,22,0,C22H28O5,5,2,27,5,98.6,372.19,DB09383,2,5,4,2,91.67,2.01
72,0.57,28,0,C28H34O8S2,6,2,38,10,143.12,562.17,DB09534,2,8,5,6,159.64,4.24
124,0.95,38,0,C38H74NaO10P,10,2,50,12,194.07,744.49,DB14105,2,10,0,38,161.46,6.26
77,0.39,33,0,C33H35F4N3O2,3,2,42,9,154.77,581.27,DB15011,2,5,5,6,61.44,8.05
56,0.67,21,1,C21H30NO4+,4,1,26,5,97.58,360.22,DB09300,1,5,4,7,59.06,2.23
33,0.09,11,0,C11H8Na4O8P2,8,0,25,14,65.15,421.93,DB09332,0,8,2,4,164.46,-12.42
32,0.0,0,0,H10Fe2O17S3,12,0,22,22,49.49,489.78,DB11171,10,17,0,0,423.42,-8.14
63,0.4,25,0,C25H25F3N4O6,9,0,38,13,128.84,534.17,DB11637,0,10,5,8,101.12,4.97
67,0.28,25,0,C25H26N7O8P,11,2,41,16,142.32,583.16,DB11796,2,15,5,8,192.02,1.17
41,0.91,11,0,C11H20O10,10,7,21,10,63.8,312.11,DB12767,7,10,1,7,177.14,-4.92
71,0.34,29,0,C29H32Cl2N2O5S,6,2,39,10,158.31,590.14,DB13125,2,7,3,13,125.99,8.52
69,0.85,26,0,C26H40O3,3,0,29,3,115.35,400.3,DB13944,0,3,4,6,43.37,6.4
92,0.76,33,0,C33H54O5,4,1,38,5,155.23,530.4,DB14001,1,5,2,16,72.83,8.9
71,0.3,30,0,C30H30F2N6O3,8,1,41,11,152.36,560.23,DB15569,1,9,5,5,104.45,4.48
67,0.23,30,0,C30H26F4N6O,6,3,41,11,144.54,562.21,DB15982,4,7,5,9,108.76,5.7
69,0.85,26,0,C26H40O3,3,0,29,3,115.35,400.3,DB16625,0,3,4,6,43.37,6.4
72,0.78,27,0,C27H44O,1,1,28,1,121.19,384.34,DB00169,1,1,3,6,20.23,7.62
77,0.31,35,0,C35H36ClNO3S,4,2,41,6,171.25,585.21,DB00471,2,4,5,12,95.72,8.95
65,0.62,24,0,C24H34N2O5,5,2,31,7,116.41,430.25,DB00519,2,7,3,9,95.94,2.77
71,0.65,26,0,C26H40O5,5,3,31,5,122.45,432.29,DB00654,3,5,2,13,86.99,4.19
70,0.48,25,0,C25H35N3O6S,7,3,35,10,133.23,505.22,DB00701,4,9,3,11,139.57,2.4
79,0.33,33,0,C33H34N6O6,11,1,45,12,164.37,610.25,DB00796,1,12,6,10,143.34,6.32
59,0.52,21,0,C21H27N3O7S,9,2,32,11,115.05,465.16,DB01602,3,10,3,7,162.56,1.3
52,0.41,17,0,C17H21N4O9P,10,6,31,14,106.53,456.1,DB03247,6,13,3,7,217.9,-1.61
66,0.17,30,0,C30H24N4O8,11,1,42,12,149.1,568.16,DB08822,1,12,6,9,155.59,4.71
57,0.74,23,0,C23H32O2,2,0,25,2,100.02,340.24,DB09124,0,2,4,1,34.14,5.28
128,0.9,40,0,C40H77O10P,9,3,51,11,205.42,748.53,DB11331,3,10,0,39,158.63,10.45
76,0.52,29,0,C29H34Cl2N6O3S2,9,2,42,13,170.87,648.15,DB11995,2,9,6,7,158.38,6.58
84,0.75,32,0,C32H48O4,4,0,36,4,144.09,496.36,DB13955,0,4,4,12,52.6,8.3
79,0.7,27,0,C27H42Cl2N2O6,6,2,37,10,146.75,560.24,DB14658,2,8,1,21,118.77,6.94
61,0.27,26,0,C26H23BrFN7O3,8,1,38,12,141.08,579.1,DB15401,1,10,5,6,122.97,3.74
82,0.31,32,0,C32H39N7O4,10,2,43,11,171.42,585.31,DB16390,2,11,4,12,113.85,5.08
50,0.35,20,0,C20H14Cl3F6N3O3S,5,2,36,16,121.9,594.97,DB17992,2,6,3,6,108.03,6.01
50,0.38,16,0,C16H17N9O5S3,14,3,33,17,119.28,511.05,DB00267,4,14,4,8,269.65,-0.87
52,0.95,19,0,C19H30O3,3,1,22,3,84.08,306.22,DB00621,1,3,4,0,46.53,3.54
55,0.45,22,0,C22H25ClO7,7,4,30,8,108.42,436.13,DB11827,4,7,4,6,108.61,1.36
57,0.95,21,0,C21H34O2,2,1,23,2,91.9,318.26,DB11859,1,2,4,1,37.3,4.6
61,0.5,24,0,C24H29ClO7,7,4,32,8,117.89,464.16,DB12236,4,7,4,9,108.61,2.0
51,0.71,21,0,C21H28O2,2,0,23,2,90.79,312.21,DB00378,0,2,4,1,34.14,4.5
53,0.81,21,0,C21H30O2,2,0,23,2,90.88,314.22,DB00396,0,2,4,1,34.14,4.72
45,0.25,20,0,C20H15F3N4O3,6,2,30,10,101.34,416.11,DB00685,3,7,5,3,101.45,1.89
56,0.35,20,0,C20H21N7O6S2,11,4,35,15,123.9,519.1,DB00923,5,13,4,10,244.23,-0.71
92,0.56,32,2,C32H52N4O4+2,4,0,40,8,166.26,556.4,DB00944,0,8,2,15,59.08,6.76
58,0.68,22,0,C22H32O4,3,3,26,4,102.28,360.23,DB01088,3,4,2,8,77.76,3.54
53,0.85,20,0,C20H29FO3,3,2,24,4,89.07,336.21,DB01185,2,3,4,0,57.53,3.33
